1,2,3,4,5,6,7,8,9,10,11,12
74.35416666666667,54.135416666666664,62.0,60.0,62.0,60.0,83.19791666666667,91.01041666666667,80.10416666666667,89.01041666666667,90.0,92.08333333333333
31.364583333333332,0.0,9.104166666666666,15.958333333333334,35.135416666666664,36.541666666666664,53.375,62.0,55.59375,54.239583333333336,65.60416666666667,28.208333333333332
31.0,2.5625,0.0,0.0,22.052083333333332,30.0,31.0,59.65625,55.84375,62.0,60.0625,57.9375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,17.145833333333332,0.0,0.0,0.0,26.583333333333332,31.0,38.604166666666664,55.84375,60.09375,39.166666666666664,42.020833333333336
7.65625,11.083333333333334,7.020833333333333,5.375,0.0,0.0,0.0,0.0,5.229166666666667,11.875,0.8229166666666666,8.010416666666666
