A,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,MANUAL-ADD,MANUAL-ADD,MANUAL-ADD,MANUAL-ADD
1926-10-31,1.3961928,0.6866598,8.505779,8.505779,9.372808,15.405387,15.405387,1.2601995,0.36037347,4.0008063,4.0008063,6.1197944,6.1197944,0.37357765,7.5917745,7.5917745,3.9188066,6.298185,0.0,56.44321,58.03014,17.05436,15.117366,0.0,0.8349046,0.0,0.0,86.76923,214.99284,0.0,0.0,69.47085,0.0,51.386623,174.15347,106.956345,48.125145,0.0,16.338076,132.18811,54.77843,18.116234,2.846102,2.846102,0.0,310.1124,204.09138,206.91939,64.97618,0.99248344,4.3748655,4.3748655,0.72000617,1.3700298,7.172178,7.172178,0.0,0.0,19.52748,0.0,0.0,0.0,0.21243495,0.0,3.9542532,13.076803,0.4913979,19.629972,19.629972,9.692779,83.65256,79.90234,18.588947,28.516838,2.9964828,26.662518,37.993042,134.10616,15.519544,15.519544,23.386179,23.386179,0.5533717,0.0,2.2269306,16.312231,16.312231,36.27845,0.0,80.8511,0.4729657,56.64056,9.914381,1.7853512,4.983189,9.183207,9.183207,30.591532,30.591532,2.87684,2.87684,28.747889,34.557827,34.557827,5.5072165,11.994943,11.994943,0.0,0.0,11.291056,11.291056,34.211773,34.211773,28.867607,28.867607,48.237366,48.237366,17.320566,17.320566,39.975536,39.975536,105.25699,105.25699,0.0,0.0,5.131887,5.131887,3.3990593,27.17621,27.17621,7.126872,7.126872,1.1673898,17.271774,17.271774,10.53871,10.53871,18.120726,18.120726,10.988273,15.388852,3.9802363,0.0,0.0,1.6126312,2.497151,3.1551077,3.1551077,22.508602,84.74879,14.38111,0.0,147.50104,5.9884167,16.550367,9.479666,22.425,69.61404,25.000557,79.99574,102.871765,154.01584,4.7105794,273.22922,0.0,13.834541,11.073385,22.398438,2.3913834,28.580986,967,524,3424.8,2420
1926-11-30,0.0,0.0,4.9072223,4.9072223,0.0,9.425843,9.425843,0.0,0.0,2.840139,2.840139,3.4822288,3.4822288,0.0,4.6450553,4.6450553,0.5142489,0.38070926,0.0,0.035512168,0.0,4.3761296,2.1025608,0.0,0.9379196,0.0,0.0,89.496574,236.7953,0.0,0.0,7.2845955,0.0,42.12149,181.20221,125.31454,25.350262,0.0,8.632568,129.62279,189.10829,17.573807,1.7309722,1.7309722,0.0,373.49396,247.83916,220.54767,126.50067,0.6978086,3.0081944,3.0081944,0.0,0.0,4.2854166,4.2854166,0.0,0.0,23.005453,152.74933,2.4704165,2.4704165,0.0,83.099014,4.254072,15.848028,0.15711321,13.864583,13.864583,11.059365,40.173134,30.768198,21.57652,3.405846,3.8937778,29.987545,45.580708,166.62506,13.141016,13.141016,16.605234,16.605234,0.04574643,0.0,1.6280767,11.511806,11.511806,42.3565,0.0,67.160934,0.0,180.68394,1.0498122,0.0,0.0,4.637815,4.637815,19.602,19.602,1.8149327,1.8149327,0.0,0.0,0.0,0.0,8.427522,8.427522,0.0,0.0,7.134967,7.134967,25.460417,25.460417,17.864305,17.864305,29.19125,29.19125,9.965694,9.965694,24.552916,24.552916,78.3475,78.3475,0.0,0.0,3.7100482,3.7100482,4.8399997,22.418612,22.418612,5.0116568,5.0116568,1.1410972,10.990833,10.990833,6.8566666,6.8566666,14.197333,14.197333,0.5478324,10.402205,0.0,0.0,0.0,0.0,0.039249446,1.9326389,1.9326389,19.561666,62.953613,0.0,8.297547,2.7970316,0.0,0.0,0.0,0.0,47.28075,17.585352,1.3247868,2.9826925,0.403127,0.0,0.0,0.0,7.9909635,6.3960934,12.937552,1.5541799,17.00839,967,524,3424.8,2420
1926-12-31,0.0,0.0,3.724328,3.724328,0.0,7.788498,7.788498,0.0,0.0,2.7485216,2.7485216,2.5383651,2.5383651,0.0,3.838172,3.838172,0.4144077,0.30679473,0.0,0.53581816,0.0,3.4974666,1.6995969,0.0,0.7748374,0.0,0.0,65.41153,184.6932,0.0,0.0,6.603527,0.0,34.00397,142.2236,102.14002,22.913782,0.0,7.0493865,120.781136,257.6612,15.038617,1.4799731,1.4799731,0.0,322.546,210.1081,189.92522,108.684494,0.6993469,2.2931452,2.2931452,0.0,0.0,3.6430109,3.6430109,0.0,0.0,19.67515,0.0,2.2036963,2.2036963,0.0,0.0,3.569865,13.1684675,0.13054875,11.612097,11.612097,9.189464,56.060192,38.36369,17.775223,3.8859296,3.2077816,24.594494,37.383335,137.37096,10.564484,10.564484,13.802782,13.802782,0.036777023,0.0,1.5633928,9.64422,9.64422,33.63918,0.0,54.925457,0.0,55.85052,0.8798238,0.0,0.0,2.8926318,2.8926318,15.178668,15.178668,1.4232787,1.4232787,0.0,0.0,0.0,0.0,6.791419,6.791419,0.0,0.0,5.5040364,5.5040364,21.272581,21.272581,14.4744625,14.4744625,22.508602,22.508602,7.5625,7.5625,18.57285,18.57285,65.46035,65.46035,0.0,0.0,3.492805,3.492805,3.3340054,19.776344,19.776344,4.060052,4.060052,0.8834301,8.847312,8.847312,5.188038,5.188038,12.646452,12.646452,0.7287176,7.845868,0.82681644,0.0,0.0,0.49580404,1.6133884,1.5125,1.5125,23.012768,53.165188,0.0,18.901228,5.427908,0.42471293,0.116044834,0.41967967,3.0335472,43.76492,13.060662,7.0206804,4.5852184,2.1363633,0.591752,8.818775,0.0,5.934491,4.7500606,9.608077,1.4031428,16.22521,967,524,3424.8,2420
1927-01-31,0.0,0.0,3.5942204,3.5942204,0.0,7.286866,7.286866,0.0,0.0,2.618414,2.618414,2.0788336,2.0788336,0.0,3.5909677,3.5909677,0.26127315,0.19342598,0.0,0.0,0.0,2.1946957,1.0682561,0.0,0.48643044,0.0,0.0,40.590096,0.0,0.0,0.0,4.4732156,0.0,24.148228,0.0,63.473743,14.963676,0.0,4.326268,83.05042,276.84128,9.182327,1.3498656,1.3498656,0.0,199.17372,128.64708,117.12956,66.95672,0.37632126,2.2443547,2.2443547,0.0,0.0,3.3827958,3.3827958,0.0,0.0,11.848008,78.0387,2.1874328,2.1874328,0.0,43.710133,2.2376447,8.244656,0.081735365,11.514516,11.514516,5.5734105,43.706173,28.30543,10.980375,2.79624,2.039216,15.316234,23.28049,86.6837,6.539394,6.539394,14.027218,14.027218,0.022764903,0.0,1.0414258,9.481586,9.481586,21.08267,0.0,34.58278,0.0,43.750805,0.5518748,0.0,0.0,2.6921525,2.6921525,14.885927,14.885927,1.3172898,1.3172898,0.0,0.0,0.0,0.0,6.4932227,6.4932227,0.0,0.0,5.221052,5.221052,21.331131,21.331131,14.458199,14.458199,21.662903,21.662903,7.04207,7.04207,18.491531,18.491531,65.62298,65.62298,0.0,0.0,3.4537792,3.4537792,4.3098116,22.31344,22.31344,4.1065187,4.1065187,0.8834301,8.765994,8.765994,5.1067204,5.1067204,8.928629,8.928629,1.3865702,7.2921934,0.2988949,0.0,0.0,0.15296525,0.6272555,1.2522849,1.2522849,20.622044,47.92836,0.0,15.401553,1.3934157,0.0,0.0,0.0,0.0,37.749073,12.128893,0.65997773,1.4859077,0.20082843,0.0,0.0,0.0,5.897674,4.7205915,9.54847,1.3638667,14.878685,967,524,3424.8,2420
1927-02-28,0.0,0.0,3.4571428,3.4571428,0.0,7.3076105,7.3076105,0.0,0.0,2.646875,2.646875,2.2046578,2.2046578,0.0,3.6011906,3.6011906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042771626,3.171775,0.38101923,0.5917452,0.0,0.0,0.0,1.2150925,25.553053,9.628651,0.0,0.0,4.4153953,6.8137684,0.0,35.85366,466.7143,0.30155692,1.3324405,1.3324405,0.0,0.0,0.0,0.0,0.0,0.011761448,2.2147322,2.2147322,0.0,0.0,3.3311012,3.3311012,0.0,0.0,0.0,0.0,2.2057292,2.2057292,0.0,0.0,0.0,0.0,0.0,11.883929,11.883929,0.0,44.13573,0.30890936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.486509,14.486509,0.0,0.0,0.41356713,9.615178,9.615178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7163599,2.7163599,14.892724,14.892724,1.3913739,1.3913739,0.0,0.0,0.0,0.0,7.9569864,7.9569864,0.0,0.0,5.326161,5.326161,21.563929,21.563929,13.072322,13.072322,22.65149,22.65149,6.9322915,6.9322915,18.348066,18.348066,66.36994,66.36994,0.0,0.0,3.5861878,3.5861878,6.5181546,21.625149,21.625149,4.1092157,4.1092157,0.9780834,9.723215,9.723215,5.0416665,5.0416665,8.815714,8.815714,0.9500028,8.091335,0.0,0.0,0.0,0.0,0.0,1.2424107,1.2424107,25.31637,49.840473,0.0,0.0,0.0,0.0,0.0,0.0,0.12202867,38.730804,14.682907,0.0,0.0,0.044497218,0.0,0.0,0.0,5.6408677,4.5150394,9.132693,1.2748532,13.896182,967,524,3424.8,2420
1927-03-31,0.0,0.0,3.7731183,3.7731183,0.0,8.316532,8.316532,0.0,0.0,2.7810485,2.7810485,3.1607995,3.1607995,0.0,4.0983872,4.0983872,0.0,0.0,0.0,0.9880654,9.27682,0.43603054,0.0,0.0,0.26366827,11.59402,0.0,0.8206754,0.0,0.0,0.0,7.482104,7.728637,32.84225,21.919538,0.0,6.868809,5.250833,0.0,50.911724,24.015926,0.6140001,1.4149193,1.4149193,0.0,0.0,0.0,0.0,0.0,0.018558795,2.472043,2.472043,0.0,0.0,3.756855,3.756855,0.0,0.0,0.0,0.0,2.358199,2.358199,0.0,0.0,0.0,0.0,0.0,13.628763,13.628763,0.0,68.76262,4.977125,0.0,0.5300571,0.0,0.0,0.0,0.0,0.0,0.0,16.103245,16.103245,0.0,0.0,0.0,10.815188,10.815188,0.14970127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9308186,2.9308186,16.598467,16.598467,1.4687026,1.4687026,0.0,0.0,0.0,0.0,9.702246,9.702246,12.479586,12.479586,6.2114964,6.2114964,23.44863,23.44863,14.18172,14.18172,26.720833,26.720833,8.55457,8.55457,22.036963,22.036963,72.14462,72.14462,0.0,0.0,3.5513434,3.5513434,4.7977147,23.48441,23.48441,4.49568,4.49568,1.1042876,10.489919,10.489919,5.757258,5.757258,9.387259,9.387259,11.74663,11.236955,3.0786102,0.0,0.0,4.2196302,3.5221002,1.4474462,1.4474462,19.678764,56.987095,8.628666,31.924335,30.956398,2.476563,4.836201,2.663262,15.828448,46.092216,15.338879,10.5492935,11.872962,12.73703,1.6643919,70.578835,0.0,6.410599,5.131145,10.378907,1.3645276,16.51141,967,524,3424.8,2420
1927-04-30,8.415999,4.5430107,5.1929164,5.1929164,37.51098,10.830853,10.830853,22.934202,6.704504,3.260278,3.260278,5.386651,5.386651,10.897311,5.337445,5.337445,77.333916,54.1646,3.736176,134.67924,110.75419,199.76334,341.60065,0.0,2.523969,22.161905,3.1886158,68.4009,215.35268,0.0,0.0,28.916304,5.572456,35.62939,244.68379,154.77898,109.44214,4.787139,41.309887,41.604015,395.92337,43.043335,1.9158334,1.9158334,0.0,131.67297,67.81366,216.61996,89.60162,2.6117246,2.8569446,2.8569446,6.7254815,10.205033,5.1425,5.1425,0.0,0.0,19.331583,63.56975,2.8149307,2.8149307,1.6340377,88.344376,14.104822,26.7574,31.267702,16.805555,16.805555,27.195208,0.62361324,28.472523,36.29543,4.0606723,2.0698268,49.813293,60.43593,165.3947,303.43805,303.43805,19.956429,19.956429,3.0509717,0.0,24.07842,13.915,13.915,41.615765,0.0,75.663765,3.6810272,101.84128,11.282652,12.260263,9.086116,4.655733,4.655733,21.885876,21.885876,1.8462248,1.8462248,189.25471,167.57838,167.57838,21.723707,9.683176,9.683176,14.504672,14.504672,8.216908,8.216908,27.19475,27.19475,20.889307,20.889307,34.93875,34.93875,12.604167,12.604167,30.955833,30.955833,83.691666,83.691666,0.0,0.0,4.183886,4.183886,3.545972,26.216665,26.216665,5.665873,5.665873,1.3041111,14.688056,14.688056,7.8145833,7.8145833,14.267917,14.267917,12.441328,14.323487,16.695236,0.0,0.0,28.39392,19.143753,1.96625,1.96625,21.561527,70.1632,56.01258,249.82365,217.32977,7.512627,14.6187725,17.789291,43.984234,58.5035,21.327608,106.36057,143.18713,205.48364,7.8917937,520.96454,0.0,8.249514,6.60304,13.356151,1.664319,20.905958,967,524,3424.8,2420
1927-05-31,9.550713,7.230083,8.733468,8.733468,60.188034,15.999424,15.999424,21.059433,6.323198,4.2284946,4.2284946,10.493855,10.493855,6.3635035,7.8845162,7.8845162,94.42132,71.18461,4.0482645,178.39644,152.83344,273.82144,401.9242,0.0,13.914906,16.909174,3.0720212,332.07538,986.69574,0.0,0.0,109.12163,7.4420795,126.00355,842.4113,613.1358,156.73863,12.840602,54.409107,197.39311,368.8204,79.00832,2.9762096,2.9762096,0.0,795.1925,446.50693,655.03644,344.3991,4.040756,3.838172,3.838172,8.53117,17.964226,7.8389783,7.8389783,0.0,0.0,70.36572,339.23654,3.716196,3.716196,1.8294158,253.95648,25.847633,62.176174,41.37638,22.004436,22.004436,53.642963,2.474773,37.631832,85.178894,7.373867,16.657001,124.14169,160.7986,666.12103,473.22314,473.22314,25.439762,25.439762,5.1175027,0.0,33.011562,19.14207,19.14207,133.9401,0.0,279.40817,3.9376676,225.26079,42.334534,33.515682,38.92893,9.1560955,9.1560955,32.80173,32.80173,2.7708511,2.7708511,207.75444,234.91418,234.91418,32.02881,13.309545,13.309545,21.389378,21.389378,12.055113,12.055113,36.017017,36.017017,27.924328,27.924328,52.12433,52.12433,19.060753,19.060753,45.42379,45.42379,110.81909,110.81909,0.0,0.0,5.180669,5.180669,3.6267474,32.152824,32.152824,7.649626,7.649626,1.4197984,19.581182,19.581182,10.815188,10.815188,18.823307,18.823307,29.475246,21.343525,29.317844,0.0,72.0,178.67404,66.11489,3.2689517,3.2689517,24.443953,90.717476,101.99526,270.20758,387.511,16.574478,45.292454,27.973106,55.6784,76.20072,28.216087,200.43462,233.65045,294.86673,13.245935,839.53314,0.0,12.454105,9.968463,20.163483,2.5712905,18.084805,967,524,3424.8,2420
1927-06-30,14.733002,11.4268465,12.839444,12.839444,99.34766,21.429811,21.429811,34.762547,10.687056,5.697083,5.697083,16.401146,16.401146,9.827675,10.560611,10.560611,128.91992,102.124214,5.8315434,250.02834,192.08534,341.11456,530.1325,0.0,13.989779,0.0,0.0,330.63812,992.3999,0.0,0.0,145.9439,0.0,125.60876,872.26227,615.3391,191.37624,0.0,69.38922,200.62994,199.24889,102.978096,4.201389,4.201389,0.0,864.448,458.47372,803.7183,408.98572,5.414164,5.058472,5.058472,13.298138,25.861017,10.43625,10.43625,0.0,0.0,82.42718,377.9654,4.9156246,4.9156246,2.8961058,299.66003,35.371834,74.793144,61.74623,27.090555,27.090555,71.09638,2.5857637,35.29356,101.49525,16.285654,15.968893,138.0394,173.4891,699.78,546.5252,546.5252,29.151924,29.151924,4.952673,0.0,34.72683,23.897501,23.897501,143.42717,0.0,291.3266,5.0238853,255.93889,53.203564,35.718884,49.246708,13.42268,13.42268,41.35175,41.35175,3.6611574,3.6611574,233.77826,279.55328,279.55328,36.972,19.59471,19.59471,27.825289,27.825289,16.565405,16.565405,43.126415,43.126415,36.652916,36.652916,65.13833,65.13833,26.334307,26.334307,61.827637,61.827637,132.67986,132.67986,0.0,0.0,6.321196,6.321196,3.025,36.53528,36.53528,9.543155,9.543155,1.679043,24.905832,24.905832,14.234305,14.234305,22.35475,22.35475,18.734735,25.543564,28.416822,0.0,72.0,131.62117,51.54063,3.7980554,3.7980554,23.494167,111.471245,109.51031,212.43059,386.07834,15.282548,43.941784,32.81033,55.6784,93.896,34.86032,212.0212,242.94177,323.04065,14.064151,1032.8167,0.0,19.514046,15.6193495,31.593683,3.6416852,32.426132,967,524,3424.8,2420
1927-07-31,17.661713,13.499136,15.59664,15.59664,121.42007,24.888254,24.888254,41.963234,12.941242,6.586694,6.586694,19.24684,19.24684,11.711285,12.477312,12.477312,21.058737,121.04651,6.9833307,154.00018,222.6663,393.56937,632.68005,0.0,15.817737,0.0,0.0,380.30563,1155.377,0.0,0.0,248.65712,0.0,134.77306,1034.4633,741.23395,244.1423,0.0,88.223694,237.0474,116.52332,120.827644,5.0091395,5.0091395,0.0,965.6949,497.38278,945.19025,477.25482,6.6063943,6.489113,6.489113,17.082533,31.568094,12.181317,12.181317,0.0,0.0,95.4746,0.0,0.0,0.0,3.7732813,0.0,42.931396,85.86602,77.57499,14.994892,14.994892,86.52619,3.0315554,36.71145,121.63188,33.532887,17.075623,169.185,213.62897,838.89636,729.2487,729.2487,31.679068,31.679068,6.0480065,0.0,37.769142,26.395565,26.395565,160.5561,0.0,320.01282,6.294186,288.4482,76.82152,14.434136,57.459354,16.816399,16.816399,47.555927,47.555927,4.3304014,4.3304014,280.81973,337.31113,337.31113,44.30311,17.42957,17.42957,31.702114,31.702114,18.252459,18.252459,47.16073,47.16073,44.317875,44.317875,72.89274,72.89274,29.68078,29.68078,70.453224,70.453224,145.10242,145.10242,0.0,0.0,8.068575,8.068575,3.4153225,40.31707,40.31707,10.751296,10.751296,1.9403912,26.297983,26.297983,15.677957,15.677957,25.087984,25.087984,42.413998,27.231506,32.735146,0.0,0.0,155.67528,62.23031,4.5049734,4.5049734,35.503094,121.4879,118.146355,270.29456,556.4535,23.902885,61.998074,41.336094,55.6784,108.21206,35.703316,275.64908,325.29532,425.12036,19.191153,1403.4,0.0,24.625443,19.710592,39.869156,4.0062504,29.339172,967,524,3424.8,2420
1927-08-31,7.637451,10.759186,15.368952,15.368952,97.3139,23.902067,23.902067,33.232452,10.1953745,6.554167,6.554167,17.651852,17.651852,9.271696,11.9829035,11.9829035,9.889551,96.44067,5.6065807,117.73622,184.06844,312.45343,505.59125,0.0,11.085606,0.0,0.0,265.70587,816.37396,0.0,0.0,174.04912,0.0,94.34772,742.40063,479.11212,195.1519,0.0,72.119934,154.97583,98.9896,94.07919,4.765188,4.765188,0.0,672.5439,342.99207,707.9276,349.65814,5.443893,7.8064513,7.8064513,14.778287,27.132996,11.514516,11.514516,0.0,0.0,73.63018,320.07242,5.2937503,5.2937503,3.293505,255.56253,33.95839,63.244457,63.31725,14.994892,14.994892,67.78231,2.1915388,38.424374,91.25344,23.347918,9.84723,115.21425,142.42822,542.7355,515.82574,515.82574,30.31001,30.31001,4.84355,0.0,24.121923,25.468548,25.468548,102.05875,0.0,207.1845,5.2058973,211.77303,65.04985,4.680815,47.226326,16.94124,16.94124,46.01903,46.01903,4.1032825,4.1032825,206.81828,257.796,257.796,34.91865,17.094097,17.094097,31.202639,31.202639,17.785536,17.785536,45.32621,45.32621,43.602283,43.602283,70.32312,70.32312,28.721237,28.721237,68.7293,68.7293,139.47527,139.47527,0.0,0.0,6.722186,6.722186,5.253092,39.015995,39.015995,10.600279,10.600279,1.8299623,25.484812,25.484812,15.092473,15.092473,23.14613,23.14613,30.817196,26.792624,26.712461,0.0,0.0,124.83001,50.240433,4.716398,4.716398,25.468548,118.560486,96.02157,205.86668,427.84494,18.710974,53.608273,29.82911,55.6784,107.4802,35.043377,204.603,248.30972,323.80484,13.767037,993.0157,0.0,24.38285,19.516418,39.476395,3.8568926,28.735542,967,524,3424.8,2420
1927-09-30,7.75062,7.3055964,13.377222,13.377222,65.868355,20.911459,20.911459,21.118143,6.0802875,5.6466665,5.6466665,14.340954,14.340954,6.1221175,10.305166,10.305166,5.922289,65.77565,3.9383774,103.74602,124.9615,184.67926,344.71365,0.0,4.5744596,0.0,0.0,139.13002,322.89728,0.0,0.0,102.97188,0.0,104.529884,332.99042,152.32402,120.81535,0.0,45.48312,167.32297,87.742615,55.381683,4.0165277,4.0165277,0.0,234.4872,96.81524,312.69,149.38103,4.181104,6.9406943,6.9406943,10.365114,19.491655,9.9152775,9.9152775,0.0,0.0,38.105602,111.342354,4.503889,4.503889,2.358128,120.3554,19.278545,32.070637,41.21013,22.821945,22.821945,37.3505,228.1478,97.72057,39.520405,35.70179,2.411936,45.792393,47.919872,138.49763,259.23117,259.23117,27.551699,27.551699,1.9486022,0.0,17.326092,22.216946,22.216946,36.281685,0.0,68.28334,3.4262917,96.46747,45.81477,0.0,23.648514,15.549697,15.549697,40.7165,40.7165,4.0333333,4.0333333,117.73912,154.20322,154.20322,21.766504,15.460728,15.460728,26.618465,26.618465,15.848983,15.848983,40.948414,40.948414,37.610832,37.610832,62.415833,62.415833,24.418472,24.418472,59.760555,59.760555,126.00806,126.00806,0.0,0.0,6.1498084,6.1498084,3.8484724,36.518475,36.518475,9.555159,9.555159,1.7279472,21.359861,21.359861,13.578889,13.578889,22.59675,22.59675,22.536905,24.402811,18.333097,0.0,0.0,76.238495,30.34178,4.218194,4.218194,20.502779,107.69,54.81231,75.78056,291.8237,12.765057,35.1794,22.607878,55.6784,90.65925,32.539467,128.94499,169.96977,213.70328,9.277608,657.16205,0.0,20.241844,16.201893,32.772007,3.2606447,28.616062,967,524,3424.8,2420
1927-10-31,3.5469937,3.1203046,8.505779,8.505779,23.954834,15.405387,15.405387,7.10693,2.0834484,4.0008063,4.0008063,8.159726,8.159726,2.1818748,7.5917745,7.5917745,3.8244715,22.959585,1.1621338,58.91595,37.797024,53.87932,60.688866,0.0,3.0512035,0.0,0.0,85.14483,210.32254,0.0,0.0,28.134975,0.0,50.80113,172.82442,108.930214,45.743614,0.0,15.315786,132.79913,69.196686,22.498524,2.846102,2.846102,0.0,322.5247,210.29001,228.93121,78.19062,1.4990853,4.3748655,4.3748655,2.2791274,4.919457,7.172178,7.172178,0.0,0.0,26.581055,134.04213,0.0,0.0,0.5580514,84.60054,6.8685293,17.635427,8.593154,19.629972,19.629972,15.217202,83.04444,79.39156,21.275198,28.64856,3.1732197,29.607206,40.744484,145.96951,61.708984,61.708984,23.386179,23.386179,0.67956203,0.0,9.127577,16.312231,16.312231,38.868927,0.0,85.40119,0.9255998,70.93187,14.773166,0.0,7.876638,10.262231,10.262231,30.591532,30.591532,2.87684,2.87684,34.931786,42.09905,42.09905,6.5481634,11.994943,11.994943,19.890947,19.890947,11.291056,11.291056,34.211773,34.211773,28.867607,28.867607,48.237366,48.237366,17.320566,17.320566,39.975536,39.975536,105.25699,105.25699,0.0,0.0,5.131887,5.131887,3.3990593,27.17621,27.17621,7.126872,7.126872,1.1673898,17.271774,17.271774,10.53871,10.53871,18.120726,18.120726,17.930473,19.5444,3.4616287,0.0,0.0,2.256509,2.3185675,3.1551077,3.1551077,22.508602,84.74879,14.38111,8.453167,114.13201,3.8587308,10.24942,5.9490876,15.722759,69.61404,25.041374,54.63822,65.835526,101.240875,3.0018537,210.80072,0.0,13.834541,11.073385,22.398438,2.3913834,28.607304,967,524,3424.8,2420
1927-11-30,0.0,0.0,4.9072223,4.9072223,0.0,9.425843,9.425843,0.0,0.0,2.840139,2.840139,4.642972,4.642972,0.0,4.6450553,4.6450553,0.51491374,1.383497,0.0,0.35944954,0.0,15.771988,7.5080457,0.0,3.5106354,0.0,0.0,91.98288,238.05305,0.0,0.0,28.37555,0.0,46.76525,185.49321,126.75904,26.561203,0.0,8.699484,136.65239,215.12297,17.978918,1.7309722,1.7309722,0.0,383.046,252.45746,225.95236,129.49023,0.77674645,3.0081944,3.0081944,0.0,0.0,4.2854166,4.2854166,0.0,0.0,23.582241,154.1263,2.4704165,2.4704165,0.0,84.323296,4.316746,16.05384,0.54731876,13.864583,13.864583,10.852442,52.36755,40.896908,21.808514,4.7021093,4.050159,30.310625,46.071785,169.12553,13.19273,13.19273,16.605234,16.605234,0.045926463,0.0,6.5271764,11.511806,11.511806,42.20026,0.0,67.47454,0.0,84.24676,1.0701762,0.0,0.0,4.785791,4.785791,19.602,19.602,1.8149327,1.8149327,0.0,0.0,0.0,0.0,8.427522,8.427522,13.161225,13.161225,7.134967,7.134967,25.460417,25.460417,17.864305,17.864305,29.19125,29.19125,9.965694,9.965694,24.552916,24.552916,78.3475,78.3475,0.0,0.0,3.7100482,3.7100482,4.8399997,22.418612,22.418612,5.0116568,5.0116568,1.1410972,10.990833,10.990833,6.8566666,6.8566666,14.197333,14.197333,1.701715,13.211177,0.0,0.0,0.0,0.0,0.040551383,1.9326389,1.9326389,19.561666,62.953613,0.00817562,5.2506084,3.0770252,0.0,0.0,0.0,0.0,47.28075,17.61406,1.2770579,2.8752334,0.3886033,0.008837557,0.49324682,0.0,7.9909635,6.3960934,12.937552,1.5541799,23.667696,967,524,3424.8,2420
