STATION #,REGION,Long Name,ORIGIN,X,Y,Short Name,Archive Index
416,South Delta,San Joaquin River below Brandt Bridge   ,ECON,647861.1,4191312.6,55727,388
417,South Delta,San Joaquin River above Dos Reis     ,DWR,648081.1,4187415.1,sjd,184
418,South Delta,San Joaquin River below Paradise Dam     ,DWR,648954.0,4180604.0,jpd,253
419,South Delta,San Joaquin at Mossdale Bridge      ,DWR,649126.1,4183436.8,msd,26
420,South Delta,San Joaquin River at D.V.I. Pump     ,DWR,649550.0,4179456.0,dvi,252
421,South Delta,San Joaquin River at BCID Canal,ECON,649959.5,4176689.9,23315,335
422,South Delta,San Joaquin River West of Red Bridge Slough,ECON,651710.9,4174950.9,55029,386
423,South Delta,North of Sacramento River near Perrin Road,ECON,652015.0,4177010.4,54056,369
424,South Delta,San Joaquin River near Walthal Slough,ECON,652702.0,4176270.4,27344,338
425,South Delta,San Joaquin River near Vernalis      ,DWR,652957.8,4171293.8,vns,95
47,Suisun Bay,Carquinez Straight at Benecia,ECO,572625.2,4211850.0,ECO30,
48,Suisun Bay,Carquinez Straight at Ozol,ECO,574209.1,4209944.0,ECO31,
49,Suisun Bay,Sacramento River at Martinez       ,DWR,575432.5,4209227.7,mrz,52
50,Suisun Bay,Suisun Bay at Benicia Bridge      ,DWR,576633.3,4211159.0,benbr,130
51,Suisun Bay,Martinez-Amorco Pier         ,DWR,576774.9,4210025.7,mrz2,242
52,Suisun Bay,Cordelia Slough at Ibis club      ,DWR Revised,577637.4,4223643.4,REibs,58
53,Suisun Bay,Suisun Bay near Highway 680 Bridge,EJ,578478.9,4211910.2,EJ1,
54,Suisun Bay,Goodyear Slough at Fleet       ,DWR,579121.9,4214883.0,flt,197
55,Suisun Bay,Goodyear Slough at Morrow Island club     ,DWR,579253.0,4219416.0,gys,55
56,Suisun Bay,Cygnus-Cordelia Slough         ,DWR,579678.0,4223160.0,cyg,255
57,Suisun Bay,Chadbourne Slough at Sunrise Duck Club     ,DWR,580303.5,4226742.3,snc,54
58,Suisun Bay,Suisun Bay near Point Edith,ECO,580440.5,4213603.0,ECO32,
59,Suisun Bay,Godfather II on Suisun Slough      ,DWR Revised,580585.9,4220050.9,REgod,256
60,Suisun bay,Boynton Slough         ,DWR,582199.0,4228990.9,bts,142
61,Suisun Bay,Suisun Bay near Preston Point,EJ,582270.7,4214310.9,EJ2,
62,Suisun Bay,Grizzly Bay at Head of Montezuma Slough Buoy   ,DWR,582354.0,4221910.0,gzm,221
63,Suisun Bay,Grizzly Bay at Suisun Slough      ,DWR,582761.0,4218277.6,grizzb,220
64,Suisun Bay,Suisun Bay near Garnet Point,ECO,582937.3,4216867.0,ECO33,
65,Suisun Bay,Hunter Cut at Montezuma Slough      ,DWR Revised,582986.8,4223473.0,REhun,257
66,Suisun Bay,Suisun Slough 300' south of Volanti Slough    ,DWR,583348.0,4226330.0,vol,56
67,Suisun Bay,Grizzly Bay         ,DWR,584309.0,4220037.9,gzl,206
68,Suisun Bay,First Mallard Branch        ,DWR,584692.1,4227881.3,fmb,227
69,Suisun Bay,Suisun Bay below Ryer Island,EJ,585057.5,4214921.8,EJ3,
70,Suisun Bay,Port Chicago         ,DWR,585550.4,4212803.2,pct,89
71,Suisun Bay,Hill Slough         ,DWR,585680.0,4231386.0,hsl,262
72,Suisun Bay,Grizzly Bay Buoy        ,DWR,586986.9,4219943.0,gzb,259
73,Suisun Bay,Grizzly Bay near Pelican Point,EJ,587146.0,4217997.8,EJ4,
74,Suisun Bay,Montezuma Slough at Tree Slough,EJ,587905.1,4226349.8,EJ5,
75,Suisun Bay,Suisun Bay Cutoff Near Ryer      ,DWR,588041.6,4215616.3,ryc,205
76,Suisun Bay,Suisun Bay West Reach,EJ,588097.3,4212803.8,EJ6,
77,Suisun Bay,Suisun Bay near Snag Island,EJ,588959.7,4214252.7,EJ7,
78,Suisun Bay,Montezuma Slough near Beldons Landing      ,DWR,590134.7,4227040.1,bdl,57
79,Suisun Bay,Suisun Bay at Channel Marker 24A Near Bay Point  ,DWR,591743.0,4212444.6,c24,278
80,Suisun Bay,Honker Bay         ,DWR,593045.1,4214379.2,hon,204
81,Suisun Bay,Montezuma Slough near Cross Slough,EJ,593349.7,4224951.8,EJ8,
82,Suisun Bay,Sacramento River at Mallard Island      ,DWR,594757.5,4211123.3,mal,23
83,Suisun Bay,Montezuma Slough at Meins Landing,EJ,595597.5,4221857.0,EJ9,
84,Suisun Bay,Blacklock (NE1)         ,DWR Revised,595735.3,4226395.8,REbll,254
85,Suisun Bay,Pittsburg          ,DWR,597238.3,4211183.7,pts,85
86,Suisun Bay,Montezuma Slough at National Steel      ,DWR,597451.6,4219938.0,nsl,63
87,Suisun Bay,Montezuma Slough at Roaring River      ,DWR,597578.3,4216762.7,msl,258
88,Suisun Bay,Suisun Bay At Van Sickle Island     ,DWR,597605.9,4211894.6,confl,218
89,Suisun Bay,Sacramento River near Montezuma Slough,EJ,599775.3,4213937.9,EJ10,
90,Suisun Bay,Collinsville          ,DWR,600858.7,4214644.1,cll,82
91,Suisun Bay,Sacramento River at Collinsville       ,DWR,600859.1,4214643.6,cse,48
